Turtle_ID,State,Sex,Straight_Carapace_Length,Growth,Age,Year
81,VA,male,57.6,3.8,13.75,2003
82,VA,unknown,42.2,4.5,6.75,1996
82,VA,unknown,46.8,4.7,7.75,1997
82,VA,unknown,52,5.7,8.75,1998
82,VA,unknown,56.1,2.6,9.75,1999
83,NC,female,35.1,1.2,4.75,1988
83,NC,female,37.2,2.9,5.75,1989
83,NC,female,40,2.8,6.75,1990
83,NC,female,42.5,2.1,7.75,1991
83,NC,female,45.8,4.5,8.75,1992
83,NC,female,49.4,2.8,9.75,1993
83,NC,female,52.3,2.9,10.75,1994
83,NC,female,56.1,4.7,11.75,1995
83,NC,female,59.8,2.8,12.75,1996
84,FL,male,53.1,3,9.75,1984
84,FL,male,59.2,0.8,10.75,1987
84,FL,male,59.8,0.3,11.75,1988
84,FL,male,60.1,0.3,12.75,1989
84,FL,male,60.3,0.2,13.75,1990
84,FL,male,61.4,1.9,14.75,1991
84,FL,male,64,3.3,15.75,1992
84,FL,male,66.8,2.4,16.75,1993
84,FL,male,69.2,2.3,17.75,1994
84,FL,male,72.3,3.9,18.75,1995
84,FL,male,74.6,0.8,19.75,1996
84,FL,male,75.1,0.2,20.75,1997
85,NC,unknown,25.9,2.3,3.75,1986
85,NC,unknown,28.8,3.5,4.75,1987
85,NC,unknown,31.7,2.3,5.75,1988
85,NC,unknown,33.6,1.6,6.75,1989
85,NC,unknown,35.2,1.6,7.75,1990
85,NC,unknown,37.4,2.8,8.75,1991
85,NC,unknown,39.9,2.2,9.75,1992
85,NC,unknown,41.4,0.8,10.75,1993
85,NC,unknown,43.6,3.5,11.75,1994
85,NC,unknown,47.1,3.5,12.75,1995
85,NC,unknown,50.8,4,13.75,1996
86,NC,unknown,28.9,3,2.75,1990
86,NC,unknown,31.7,2.7,3.75,1991
86,NC,unknown,34.3,2.3,4.75,1992
86,NC,unknown,36.7,2.7,5.75,1993
86,NC,unknown,39.7,3.2,6.75,1994
86,NC,unknown,45.8,9,7.75,1995
86,NC,unknown,52.4,4.2,8.75,1996
87,NC,unknown,36,2.4,5.75,1986
87,NC,unknown,37.4,0.3,6.75,1987
87,NC,unknown,38.2,1.3,7.75,1988
87,NC,unknown,39.8,1.9,8.75,1989
87,NC,unknown,41.9,2.2,9.75,1990
87,NC,unknown,44.1,2,10.75,1991
87,NC,unknown,46,1.9,11.75,1992
87,NC,unknown,48.2,2.5,12.75,1993
87,NC,unknown,50.5,2,13.75,1994
87,NC,unknown,51.9,0.8,14.75,1995
87,NC,unknown,52.7,0.9,15.75,1996
87,NC,unknown,54.3,2.2,16.75,1997
88,NC,unknown,30.9,3.8,4.75,1993
88,NC,unknown,34.9,4.3,5.75,1994
88,NC,unknown,39.4,4.7,6.75,1995
88,NC,unknown,44.4,5.3,7.75,1996
88,NC,unknown,48.3,2.4,8.75,1997
89,NC,unknown,47.2,1.9,8.75,1990
89,NC,unknown,48.9,1.5,9.75,1991
89,NC,unknown,50.4,1.4,10.75,1992
89,NC,unknown,52.2,2.2,11.75,1993
89,NC,unknown,54.9,3.2,12.75,1994
89,NC,unknown,57.7,2.3,13.75,1995
89,NC,unknown,60.6,3.6,14.75,1996
89,NC,unknown,63.1,1.4,15.75,1997
90,NC,female,38,1.7,5.75,1997
90,NC,female,39,0.4,6.75,1998
90,NC,female,39.7,0.9,7.75,1999
90,NC,female,40.6,1.1,8.75,2000
90,NC,female,42.3,2.3,9.75,2001
90,NC,female,44.2,1.5,10.75,2002
90,NC,female,45.9,1.8,11.75,2003
90,NC,female,47.1,0.6,12.75,2004
90,NC,female,47.7,0.6,13.75,2005
90,NC,female,49.3,2.5,14.75,2006
91,MD,unknown,34.4,2.2,4.75,1990
91,MD,unknown,36.8,2.7,5.75,1991
91,MD,unknown,39.7,3.2,6.75,1992
91,MD,unknown,43.1,3.6,7.75,1993
91,MD,unknown,46.9,3.9,8.75,1994
91,MD,unknown,50,2.4,9.75,1995
91,MD,unknown,55.3,8.2,10.75,1996
92,NC,unknown,37.1,1.8,6.75,1992
92,NC,unknown,39.3,2.5,7.75,1993
92,NC,unknown,41.6,2.1,8.75,1994
92,NC,unknown,43.7,2,9.75,1995
92,NC,unknown,46.3,3.2,10.75,1996
92,NC,unknown,49.6,3.4,11.75,1997
92,NC,unknown,53.8,4.9,12.75,1998
92,NC,unknown,58.7,5,13.75,1999
92,NC,unknown,63.2,4,14.75,2000
92,NC,unknown,65.7,0.9,15.75,2001
92,NC,unknown,66.8,1.4,16.75,2002
93,NC,male,30.9,1.6,3.75,1993
93,NC,male,33.8,4.2,4.75,1994
93,NC,male,36.4,1,5.75,1995
93,NC,male,38.9,4.1,6.75,1996
93,NC,male,41.8,1.6,7.75,1997
93,NC,male,44.1,3.2,8.75,1998
93,NC,male,47,2.7,9.75,1999
94,NC,unknown,30.9,0.9,4.75,1991
94,NC,unknown,31.9,1.1,5.75,1992
94,NC,unknown,33.6,2.5,6.75,1993
94,NC,unknown,37.1,4.4,7.75,1994
94,NC,unknown,41.4,4.3,8.75,1995
94,NC,unknown,46.6,6.2,9.75,1996
94,NC,unknown,51.4,3.5,10.75,1997
94,NC,unknown,54.4,2.5,11.75,1998
94,NC,unknown,56.9,2.4,12.75,1999
94,NC,unknown,58.4,0.7,13.75,2000
95,NC,unknown,33.3,2.7,4.75,1995
95,NC,unknown,35.6,1.8,5.75,1996
95,NC,unknown,37,1,6.75,1997
95,NC,unknown,38,0.9,7.75,1998
95,NC,unknown,40.8,4.8,8.75,1999
95,NC,unknown,45.8,5.1,9.75,2000
95,NC,unknown,51.9,7.1,10.75,2001
96,NC,unknown,58,4.9,11.75,2002
96,NC,unknown,32,0.5,4.75,1993
96,NC,unknown,33.1,1.7,5.75,1994
96,NC,unknown,35.4,2.9,6.75,1995
96,NC,unknown,37.8,1.8,7.75,1996
96,NC,unknown,40,2.6,8.75,1997
96,NC,unknown,41.5,0.3,9.75,1998
96,NC,unknown,44.1,5,10.75,1999
96,NC,unknown,49.7,6.1,11.75,2000
96,NC,unknown,53.5,1.4,12.75,2001
96,NC,unknown,54.7,1.1,13.75,2002
97,NC,male,32.3,4.5,3.75,1992
97,NC,male,35.8,2.6,4.75,1993
97,NC,male,38.8,3.4,5.75,1994
97,NC,male,41.4,1.9,6.75,1995
97,NC,male,43.3,1.9,7.75,1996
97,NC,male,44.9,1.1,8.75,1997
97,NC,male,45.7,0.4,9.75,1998
97,NC,male,48.3,4.9,10.75,1999
