Turtle_ID,State,Sex,Straight_Carapace_Length,Growth,Age,Year
174,FL,unknown,44.2,2.1,7.75,1995
174,FL,unknown,46.5,2.3,8.75,1996
174,FL,unknown,49.5,3.8,9.75,1997
175,VA,female,30.1,2.8,3.75,1996
175,VA,female,32.8,2.5,4.75,1997
175,VA,female,36.6,5.3,5.75,1998
175,VA,female,42.6,6.7,6.75,1999
175,VA,female,48.1,4.3,7.75,2000
176,VA,unknown,23.6,3.2,1.75,1994
176,VA,unknown,27,3.7,2.75,1995
176,VA,unknown,29.5,1.3,3.75,1996
176,VA,unknown,32.7,5,4.75,1997
176,VA,unknown,35.9,1.5,5.75,1998
176,VA,unknown,40.3,7.3,6.75,1999
177,NC,unknown,29.5,2.7,3.75,1991
177,NC,unknown,32.7,3.6,4.75,1992
177,NC,unknown,36.1,3.1,5.75,1993
177,NC,unknown,39.4,3.4,6.75,1994
177,NC,unknown,43,3.8,7.75,1995
177,NC,unknown,50.7,11.7,8.75,1996
178,NC,unknown,34.6,1,4.75,1988
178,NC,unknown,35.5,0.9,5.75,1989
178,NC,unknown,36.9,2,6.75,1990
178,NC,unknown,39.2,2.6,7.75,1991
178,NC,unknown,41.8,2.6,8.75,1992
178,NC,unknown,43.9,1.6,9.75,1993
178,NC,unknown,46.4,3.3,10.75,1994
178,NC,unknown,49.1,2.1,11.75,1995
178,NC,unknown,52.5,4.7,12.75,1996
179,NC,male,25.5,4.1,2.75,1993
179,NC,male,29.9,4.7,3.75,1994
179,NC,male,35.9,7.3,4.75,1995
179,NC,male,42.4,5.6,5.75,1996
180,NC,unknown,31.8,1.4,5.75,1992
180,NC,unknown,34,3.1,6.75,1993
180,NC,unknown,37.1,3.1,7.75,1994
180,NC,unknown,40.8,4.2,8.75,1995
180,NC,unknown,44.6,3.5,9.75,1996
181,NC,female,35,2.3,5.75,1993
181,NC,female,38.1,3.8,6.75,1994
181,NC,female,42.9,5.7,7.75,1995
181,NC,female,46.6,1.8,8.75,1996
182,NC,female,34.2,2.4,5.75,1989
182,NC,female,36.6,2.4,6.75,1990
182,NC,female,39.2,2.7,7.75,1991
182,NC,female,41.9,2.8,8.75,1992
182,NC,female,45.4,4,9.75,1993
182,NC,female,49.2,3.6,10.75,1994
182,NC,female,52.4,2.7,11.75,1995
182,NC,female,56.4,5.4,12.75,1996
183,NC,female,31.5,1.4,4.75,1988
183,NC,female,32.9,1.4,5.75,1989
183,NC,female,34.8,2.3,6.75,1990
183,NC,female,37.6,3.3,7.75,1991
183,NC,female,40.3,2,8.75,1992
183,NC,female,42.6,2.7,9.75,1993
183,NC,female,46.1,4.3,10.75,1994
183,NC,female,49.3,2,11.75,1995
183,NC,female,50.4,0.3,12.75,1996
183,NC,female,51.3,1.6,13.75,1997
184,NC,female,40.5,1.3,6.75,1988
184,NC,female,42.3,2.3,7.75,1990
184,NC,female,44.8,2.6,9.75,1991
184,NC,female,47.4,2.7,10.75,1992
184,NC,female,49.8,2.1,11.75,1993
184,NC,female,53,4.3,12.75,1994
184,NC,female,58.7,7.2,13.75,1995
184,NC,female,65.2,5.9,14.75,1996
184,NC,female,70.4,4.6,15.75,1997
185,NC,female,27.4,3.5,3.75,1988
185,NC,female,29.9,1.5,4.75,1989
185,NC,female,32.1,2.9,5.75,1990
185,NC,female,34.4,1.7,6.75,1991
185,NC,female,36.5,2.4,7.75,1992
185,NC,female,39.3,3.2,8.75,1993
185,NC,female,42.4,2.9,9.75,1994
185,NC,female,45.5,3.3,10.75,1995
185,NC,female,49,3.7,11.75,1996
185,NC,female,52.9,4.2,12.75,1997
186,NC,unknown,39,0.8,5.75,1990
186,NC,unknown,40.1,1.3,6.75,1991
186,NC,unknown,41.4,1.4,7.75,1992
186,NC,unknown,42.4,0.8,8.75,1993
186,NC,unknown,43.9,2.2,9.75,1994
186,NC,unknown,48.4,6.9,10.75,1995
186,NC,unknown,53.9,4.1,11.75,1996
186,NC,unknown,56.5,1.1,12.75,1997
187,NC,female,29.4,1.2,4.75,1989
187,NC,female,30.6,1.3,5.75,1990
187,NC,female,33.5,4.4,6.75,1991
187,NC,female,37.9,4.4,7.75,1992
187,NC,female,41.2,2.2,8.75,1993
187,NC,female,45.5,6.5,9.75,1994
187,NC,female,51.4,5.1,10.75,1995
187,NC,female,54.5,1.1,11.75,1996
187,NC,female,56.3,2.6,12.75,1997
188,NC,unknown,28.3,2.6,4.75,1996
188,NC,unknown,32,4.7,5.75,1997
188,NC,unknown,36.9,5.1,6.75,1998
189,NC,unknown,37,2,5.75,1994
189,NC,unknown,39.1,2.3,6.75,1995
189,NC,unknown,41,1.4,7.75,1996
189,NC,unknown,42.9,2.4,8.75,1997
189,NC,unknown,46.4,4.5,9.75,1998
190,NC,male,29.4,2.5,3.75,1998
190,NC,male,32,2.6,4.75,1999
190,NC,male,36.1,5.6,5.75,2000
190,NC,male,42.7,7.6,6.75,2001
190,NC,male,48.6,4.2,7.75,2002
190,NC,male,54.6,7.8,8.75,2003
191,NC,female,28,1.5,3.75,1988
191,NC,female,30.4,3.2,4.75,1989
191,NC,female,34.5,4.9,5.75,1990
191,NC,female,38.8,3.6,6.75,1991
191,NC,female,42.6,4.1,7.75,1992
191,NC,female,47.5,5.6,8.75,1993
191,NC,female,53.3,6.2,9.75,1994
191,NC,female,56.7,0.6,10.75,1995
192,NC,female,26.4,4.2,2.75,1989
192,NC,female,30.2,3.2,3.75,1990
192,NC,female,33.5,3.4,4.75,1991
192,NC,female,36.4,2.6,5.75,1992
192,NC,female,39.4,3.4,6.75,1993
192,NC,female,44.7,7.1,7.75,1994
192,NC,female,51.8,7,8.75,1995
193,NC,female,76.9,0.2,21.75,1989
193,NC,female,77,0,22.75,1990
193,NC,female,77,0,23.75,1991
193,NC,female,77.1,0.1,24.75,1992
193,NC,female,77.9,1.5,25.75,1993
193,NC,female,79.5,1.8,26.75,1994
193,NC,female,81,1.1,27.75,1995
193,NC,female,82,1,28.75,1996
193,NC,female,82.6,0.3,29.75,1997
193,NC,female,82.9,0.2,30.75,1998
193,NC,female,83,0.1,31.75,1999
193,NC,female,83.2,0.2,32.75,2000
193,NC,female,83.3,0.1,33.75,2001
193,NC,female,83.4,0.1,34.75,2002
193,NC,female,83.5,0.1,35.75,2003
193,NC,female,83.6,0.1,36.75,2004
194,NC,unknown,33.6,2.5,4.75,1991
194,NC,unknown,37.2,4.6,5.75,1992
194,NC,unknown,40.7,2.4,6.75,1993
194,NC,unknown,43.2,2.6,7.75,1994
194,NC,unknown,45.7,2.3,8.75,1995
194,NC,unknown,47.4,1.1,9.75,1996
194,NC,unknown,48.4,0.8,10.75,1997
194,NC,unknown,49.9,2.4,11.75,1998
194,NC,unknown,51.5,0.8,12.75,1999
194,NC,unknown,52.9,2,13.75,2000
194,NC,unknown,54.8,1.9,14.75,2001
194,NC,unknown,56.8,2,15.75,2002
195,NC,unknown,35.7,1.2,5.75,1998
195,NC,unknown,36.7,0.9,6.75,1999
195,NC,unknown,37.7,1.1,7.75,2000
195,NC,unknown,39.7,2.8,8.75,2001
195,NC,unknown,43,3.8,9.75,2002
195,NC,unknown,47.8,5.8,10.75,2003
195,NC,unknown,52.4,3.4,11.75,2004
195,NC,unknown,54.6,1,12.75,2005
196,NC,unknown,41,1.4,8.75,1998
196,NC,unknown,50.6,4.5,9.75,2001
196,NC,unknown,55.4,5.1,10.75,2002
196,NC,unknown,59.7,3.6,11.75,2003
196,NC,unknown,62.3,1.5,12.75,2004
196,NC,unknown,63.8,1.6,13.75,2005
196,NC,unknown,64.7,0.2,14.75,2006
197,NC,unknown,33.5,1.7,4.75,1987
197,NC,unknown,35.2,1.8,5.75,1988
197,NC,unknown,37.2,2.1,6.75,1989
197,NC,unknown,40.5,4.4,7.75,1990
197,NC,unknown,44.1,2.9,8.75,1991
197,NC,unknown,46,0.7,9.75,1992
197,NC,unknown,47.1,1.5,10.75,1993
197,NC,unknown,48,0.3,11.75,1994
197,NC,unknown,48.9,1.4,12.75,1995
197,NC,unknown,52,4.8,13.75,1996
197,NC,unknown,54.6,0.3,14.75,1997
198,NC,female,28.9,4.6,3.75,1992
198,NC,female,34,5.7,4.75,1993
198,NC,female,40,6.3,5.75,1994
198,NC,female,45.5,4.7,6.75,1995
198,NC,female,50.2,4.6,7.75,1996
199,VA,female,33.8,1.1,3.75,1998
199,VA,female,35.1,1.5,4.75,1999
199,VA,female,37.4,3,5.75,2000
199,VA,female,40.5,3.2,6.75,2001
199,VA,female,46.3,8.6,7.775,2002
200,VA,female,22.5,2.8,1.75,1990
200,VA,female,26,4.2,2.75,1991
200,VA,female,30.1,4,3.75,1992
200,VA,female,33.9,3.7,4.75,1993
200,VA,female,38.3,5.1,5.75,1994
200,VA,female,44.5,7.3,6.75,1995
201,NC,unknown,42.7,3.6,7.75,2002
201,NC,unknown,50.2,11.4,8.75,2003
201,NC,unknown,57.7,3.4,9.75,2004
201,NC,unknown,59.6,0.4,10.75,2005
201,NC,unknown,60.1,0.7,11.75,2006
201,NC,unknown,61.7,2.5,12.75,2007
202,GA,unknown,34.9,1.2,4.75,2001
202,GA,unknown,37.5,4,5.75,2002
202,GA,unknown,41.1,3.1,6.75,2003
202,GA,unknown,45.4,5.4,7.75,2004
202,GA,unknown,48.9,1.8,8.75,2005
202,GA,unknown,50.5,1.3,9.75,2006
202,GA,unknown,52.1,2.1,10.75,2007
202,GA,unknown,53.4,0.4,11.75,2008
202,GA,unknown,53.7,0.3,12.75,2009
203,VA,female,40.1,7.4,5.75,1993
203,VA,female,45.6,3.6,6.75,1994
203,VA,female,49,3.2,7.75,1995
203,VA,female,52.8,4.3,8.75,1996
203,VA,female,55.7,1.4,9.75,1997
203,VA,female,56.9,0.9,10.75,1998
203,VA,female,57.6,0.5,11.75,1999
203,VA,female,57.9,0.1,12.75,2000
203,VA,female,58,0.2,13.75,2001
203,VA,female,59,1.7,14.75,2002
203,VA,female,60,0.4,15.75,2003
204,NC,unknown,54.7,4,8.75,2000
204,NC,unknown,57.9,2.2,9.75,2001
204,NC,unknown,59.9,1.9,10.75,2002
204,NC,unknown,61.3,1,11.75,2003
205,NC,unknown,25.6,0.7,2.75,1992
205,NC,unknown,26.7,1.4,3.75,1993
205,NC,unknown,30.3,5.8,4.75,1994
205,NC,unknown,35.1,3.8,5.75,1995
205,NC,unknown,39.1,4.2,6.75,1996
205,NC,unknown,42.1,1.9,7.75,1997
206,MD,unknown,32,3.8,3.75,1993
206,MD,unknown,36,4.2,4.75,1994
206,MD,unknown,38.9,1.7,5.75,1995
206,MD,unknown,41.4,3.3,6.75,1996
206,MD,unknown,43.3,0.4,7.75,1997
206,MD,unknown,46,5.1,8.75,1998
206,MD,unknown,54,11,9.75,1999
207,MD,unknown,43.5,1.9,6.75,1991
207,MD,unknown,45.1,1.3,7.75,1992
207,MD,unknown,46.7,1.9,8.75,1993
207,MD,unknown,49.2,3,9.75,1994
207,MD,unknown,52.4,3.3,10.75,1995
207,MD,unknown,55,1.9,11.75,1996
207,MD,unknown,57.7,3.6,12.75,1997
208,MD,female,44.2,1,6.75,1990
208,MD,female,46.3,3.2,7.75,1991
208,MD,female,49.9,4,8.75,1992
208,MD,female,54.2,4.5,9.75,1993
208,MD,female,58.1,3.4,10.75,1994
208,MD,female,61.8,3.9,11.75,1995
208,MD,female,65.3,3.2,12.75,1996
208,MD,female,68.4,3,13.75,1997
209,MD,male,37.2,1.5,5.75,1989
209,MD,male,39.3,2.9,6.75,1990
209,MD,male,42,2.6,7.75,1991
209,MD,male,45.7,4.8,8.75,1992
209,MD,male,51,5.7,9.75,1993
209,MD,male,55.6,3.4,10.75,1994
209,MD,male,59.1,3.6,11.75,1995
209,MD,male,61.7,1.7,12.75,1996
209,MD,male,63.1,1.1,13.75,1997
209,MD,male,64.9,2.5,14.75,1998
210,NC,unknown,34.2,3.4,4.75,1994
210,NC,unknown,38.6,5.5,5.75,1995
210,NC,unknown,43.5,4.3,6.75,1996
210,NC,unknown,47.8,4.3,7.75,1997
210,NC,unknown,51.1,2.3,8.75,1998
211,VA,female,30.8,2.4,3.75,2002
211,VA,female,32.5,1.1,4.75,2003
211,VA,female,34.1,2.1,5.75,2004
211,VA,female,36,1.7,6.75,2005
211,VA,female,37.4,1,7.75,2006
211,VA,female,38.9,2,8.75,2007
211,VA,female,41.5,3.2,9.75,2008
211,VA,female,44.5,2.8,10.75,2009
212,NC,female,42.8,1.4,6.75,1995
212,NC,female,44.5,1.9,7.75,1996
212,NC,female,45.5,0.2,8.75,1997
212,NC,female,46.3,1.3,9.75,1998
212,NC,female,49.8,5.7,10.75,1999
213,FL,female,26.4,3.5,3.75,2004
213,FL,female,29.8,3.2,4.75,2005
213,FL,female,34.3,5.8,5.75,2006
213,FL,female,39.5,4.5,6.75,2007
213,FL,female,45.3,7,7.75,2008
214,NC,female,29.6,1.7,2.75,1991
214,NC,female,30.8,0.7,3.75,1992
214,NC,female,31.9,1.6,4.75,1993
214,NC,female,33.6,1.8,5.75,1994
214,NC,female,36.2,3.3,6.75,1995
214,NC,female,39.4,3,7.75,1996
215,NC,unknown,39.3,2.8,5.75,1994
215,NC,unknown,41.8,2.2,6.75,1995
215,NC,unknown,44.3,2.9,7.75,1996
215,NC,unknown,47.3,3,8.75,1997
215,NC,unknown,49.4,1.4,9.75,1998
215,NC,unknown,50.9,1.6,10.75,1999
215,NC,unknown,53.3,3,11.75,2000
215,NC,unknown,56.4,3.3,12.75,2001
215,NC,unknown,60.1,4,13.75,2002
215,NC,unknown,62.8,1.4,14.75,2003
215,NC,unknown,63.6,0.1,15.75,2004
216,NC,female,36.1,1.1,4.75,1996
216,NC,female,37.4,1.5,5.75,1997
216,NC,female,39.6,2.9,6.75,1998
216,NC,female,41.7,1.2,7.75,1999
216,NC,female,44.3,4.1,8.75,2000
216,NC,female,49.3,6,9.75,2001
216,NC,female,55.8,6.9,10.75,2002
216,NC,female,61.4,4.2,11.75,2003
217,NC,female,32,1.5,4.75,1994
217,NC,female,34.9,4.2,5.75,1995
217,NC,female,38.3,2.6,6.75,1996
217,NC,female,40.3,1.3,7.75,1997
217,NC,female,41.5,1,8.75,1998
217,NC,female,43,2,9.75,1999
217,NC,female,45.5,3,10.75,2000
217,NC,female,48.7,3.5,11.75,2001
217,NC,female,52.7,4.5,12.75,2002
217,NC,female,55.3,0.6,13.75,2003
218,NC,female,34.2,3,5.75,1997
218,NC,female,37.8,4.2,6.75,1998
218,NC,female,41.7,3.5,7.75,1999
218,NC,female,45.6,4.2,8.75,2000
218,NC,female,50,4.6,9.75,2001
218,NC,female,54.8,5.2,10.75,2002
218,NC,female,60.1,5.3,11.75,2003
219,NC,female,33.1,0.9,4.75,1994
219,NC,female,34.4,1.7,5.75,1995
219,NC,female,38,5.4,6.75,1996
219,NC,female,42.1,2.8,7.75,1997
219,NC,female,46.3,5.6,8.75,1998
219,NC,female,51.1,3.9,9.75,1999
219,NC,female,53.4,0.7,10.75,2000
219,NC,female,55.3,2.9,11.75,2001
219,NC,female,57.9,2.3,12.75,2002
220,FL,male,69.7,0.2,17.75,1991
220,FL,male,69.9,0.2,18.75,1992
220,FL,male,71.4,3,19.75,1993
220,FL,male,73.4,1,20.75,1994
220,FL,male,74.5,1.3,21.75,1995
220,FL,male,75.7,1.1,22.75,1996
220,FL,male,77.6,2.7,23.75,1997
220,FL,male,79.7,1.6,24.75,1998
220,FL,male,82.2,3.3,25.75,1999
221,FL,female,29.2,2.3,3.75,1990
221,FL,female,31.5,2.3,4.75,1991
221,FL,female,34.4,3.6,5.75,1992
221,FL,female,38.4,4.3,6.75,1993
221,FL,female,43.7,6.5,7.75,1994
221,FL,female,48.6,3.2,8.75,1995
221,FL,female,52.1,3.7,9.75,1996
221,FL,female,54.7,1.6,10.75,1997
222,FL,female,39.8,1.3,5.75,1987
222,FL,female,40.7,0.4,6.75,1988
222,FL,female,41.4,1.2,7.75,1989
222,FL,female,42.9,1.8,8.75,1990
222,FL,female,45.2,2.6,9.75,1991
222,FL,female,49.5,6,10.75,1992
222,FL,female,53.8,2.6,11.75,1993
222,FL,female,57.5,4.7,12.75,1994
222,FL,female,60.3,1,13.75,1995
222,FL,female,61.5,1.4,14.75,1996
222,FL,female,62.9,1.5,15.75,1997
223,FL,male,25.3,2.7,2.75,1990
223,FL,male,27.4,1.4,3.75,1991
223,FL,male,29,1.7,4.75,1992
223,FL,male,31.1,2.6,5.75,1993
223,FL,male,34.6,4.2,6.75,1994
223,FL,male,38.2,3,7.75,1995
223,FL,male,41,2.5,8.75,1996
223,FL,male,43.6,2.8,9.75,1997
224,VA,female,34.3,2.3,4.75,1996
224,VA,female,37.4,3.8,5.75,1997
224,VA,female,40.8,3,6.75,1998
224,VA,female,45.1,5.8,7.75,1999
224,VA,female,49.1,2.2,8.75,2000
225,NC,female,36.2,1.6,5.75,1992
225,NC,female,39.8,5.5,6.75,1993
225,NC,female,44.3,3.5,7.75,1994
225,NC,female,47.5,2.9,8.75,1995
225,NC,female,49.4,1,9.75,1996
225,NC,female,50.6,1.4,10.75,1997
225,NC,female,51.7,0.8,11.75,1998
225,NC,female,53.6,2.9,12.75,1999
225,NC,female,56.7,3.2,13.75,2000
225,NC,female,58.4,0.2,14.75,2001
226,NC,male,54.5,3.5,8.75,1998
226,NC,male,58.7,4.9,9.75,1999
226,NC,male,61.6,0.8,10.75,2000
226,NC,male,62.2,0.5,11.75,2001
226,NC,male,62.8,0.6,12.75,2002
226,NC,male,63.3,0.3,13.75,2003
227,NC,female,35.4,1.8,4.75,1994
227,NC,female,37,1.3,5.75,1995
227,NC,female,38.3,1.4,6.75,1996
227,NC,female,40.1,2.2,7.75,1997
227,NC,female,42,1.6,8.75,1998
227,NC,female,44.6,3.4,9.75,1999
227,NC,female,47.5,2.6,10.75,2000
227,NC,female,50.8,4,11.75,2001
227,NC,female,55.7,5.8,12.75,2002
227,NC,female,60.3,3.4,13.75,2003
228,NC,unknown,37.5,1.6,5.75,1994
228,NC,unknown,38.6,0.8,6.75,1995
228,NC,unknown,39.4,0.7,7.75,1996
228,NC,unknown,40.8,2.1,8.75,1997
228,NC,unknown,42.5,1.3,9.75,1998
228,NC,unknown,43.9,1.6,10.75,1999
228,NC,unknown,46.8,4.2,11.75,2000
228,NC,unknown,51.1,4.4,12.75,2001
228,NC,unknown,54.7,2.8,13.75,2002
228,NC,unknown,56.4,0.5,14.75,2003
229,NC,unknown,35.1,5.5,5.75,1992
229,NC,unknown,39.6,3.6,6.75,1993
229,NC,unknown,42.9,3,7.75,1994
229,NC,unknown,46.4,4,8.75,1995
229,NC,unknown,49.5,2.3,9.75,1996
229,NC,unknown,51.5,1.6,10.75,1997
229,NC,unknown,54.7,4.7,11.75,1998
229,NC,unknown,57.6,1.2,12.75,1999
229,NC,unknown,58.5,0.5,13.75,2000
229,NC,unknown,59.6,1.7,14.75,2001
229,NC,unknown,61,1.2,15.75,2002
229,NC,unknown,61.8,0.4,16.75,2003
230,NC,male,64.3,1.6,16.75,1998
230,NC,male,66.8,3.4,17.75,1999
230,NC,male,70.3,3.7,18.75,2000
230,NC,male,74.2,4.2,19.75,2001
230,NC,male,77.8,3,20.75,2002
230,NC,male,80.2,1.6,21.75,2003
230,NC,male,82.3,2.6,22.75,2004
230,NC,male,84.8,2.4,23.75,2005
231,NC,unknown,33.1,4.5,4.75,1999
231,NC,unknown,37.1,3.5,5.75,2000
231,NC,unknown,40.9,4.1,6.75,2001
231,NC,unknown,43.8,1.6,7.75,2002
231,NC,unknown,45.7,2.2,8.75,2003
231,NC,unknown,47.6,1.5,9.75,2004
231,NC,unknown,48.4,0.1,10.75,2005
232,NC,unknown,46.3,4.2,6.75,1995
232,NC,unknown,50.7,4.6,7.75,1996
232,NC,unknown,55.9,5.8,8.75,1997
232,NC,unknown,60.1,2.6,9.75,1998
233,VA,female,27.8,3.5,3.75,1995
233,VA,female,30.9,2.8,4.75,1996
233,VA,female,34.4,4.3,5.75,1997
233,VA,female,37.1,1.1,6.75,1998
233,VA,female,38.2,1.1,7.75,1999
233,VA,female,39.2,1,8.75,2000
233,VA,female,40.7,2.1,9.75,2001
233,VA,female,42.5,1.5,10.75,2002
233,VA,female,43.4,0.3,11.75,2003
233,VA,female,44,1,12.75,2004
233,VA,female,45.7,2.5,13.75,2005
233,VA,female,48,1.9,14.75,2006
